,ID,Name,Position,Overall,Potential,BS,IR,PAC,SHO,PAS,DRI,DEF,PHY,Value,Wage,TotalStats
287,192984,K. Casteels,GK,82,85,446,2,83,77,77,83,45,81,€19.5M,€46K,1250
288,192318,M. Götze,CM CAM CF,82,85,437,4,69,73,83,86,59,67,€27M,€67K,2102
289,192227,S. Mustafi,CB,82,84,402,3,62,57,64,61,81,77,€22.5M,€115K,1914
290,191180,J. Pastore,CM LW RW,82,82,430,3,69,75,83,84,56,63,€21.5M,€84K,2050
291,189505,Pedro,RW LW,82,82,413,3,76,77,77,84,43,56,€21M,€140K,1968
292,189125,G. Bonaventura,CM LW,82,82,461,3,76,77,82,83,72,71,€22M,€115K,2207
293,188803,Taison,LM CAM,82,82,444,2,92,79,75,86,47,65,€21M,€1K,2055
294,187936,S. Nzonzi,CDM CM,82,82,429,2,50,67,72,70,81,89,€17M,€77K,2006
295,187754,Marlos,RM,82,82,441,2,83,78,79,87,48,66,€21M,€1K,2075
296,186561,A. Ramsey,CM CDM CAM,82,82,443,3,67,76,79,80,67,74,€23M,€130K,2110
297,186345,K. Trippier,RB RWB,82,82,445,2,75,60,82,77,79,72,€18.5M,€99K,2161
298,185103,A. Kolarov,LB,82,82,460,2,71,70,81,76,81,81,€12.5M,€73K,2230
299,184484,G. Sigurðsson,CAM LM LW,82,82,427,3,56,80,85,79,57,70,€22.5M,€125K,2097
300,184431,S. Giovinco,CF ST,82,82,414,2,84,80,79,87,27,57,€20M,€15K,1957
301,184200,M. Arnautović,ST,82,82,448,3,81,79,77,82,47,82,€22M,€120K,2106
302,184144,N. Gaitán,CAM,82,82,414,3,81,72,80,84,41,56,€21M,€22K,2010
303,183711,J. Henderson,CDM CM,82,82,449,2,66,70,83,75,77,78,€18M,€125K,2163
304,183574,M. Kruse,CF ST CAM,82,82,430,2,68,82,82,82,46,70,€21.5M,€45K,2063
306,183498,M. Parolo,CDM CM,82,82,456,2,69,76,76,76,79,80,€9M,€59K,2151
307,183376,L. Fejsa,CDM,82,82,410,2,54,57,66,68,82,83,€17M,€18K,1945
308,183280,A. Rami,CB,82,82,395,3,60,53,54,60,81,87,€12.5M,€57K,1793
309,181786,V. Ćorluka,CB,82,82,404,3,58,49,67,66,81,83,€12.5M,€1K,1909
310,181291,G. Wijnaldum,CM CDM,82,82,456,3,76,72,77,83,74,74,€23M,€130K,2175
311,179847,F. Fazio,CB,82,82,357,3,40,41,54,54,85,83,€15M,€73K,1628
312,178509,O. Giroud,ST,82,82,393,3,47,82,71,72,42,79,€20M,€140K,1927
313,171897,A. Guardado,CM CDM,82,82,443,3,73,67,81,82,72,68,€19M,€35K,2146
314,170481,E. Garay,CB,82,82,388,3,35,63,66,63,82,79,€15M,€44K,1896
315,168530,Jardel,CB,82,82,371,2,57,42,54,53,83,82,€12.5M,€17K,1687
316,168435,S. Sirigu,GK,82,82,451,3,84,76,76,81,51,83,€13.5M,€45K,1213
317,168354,E. Viviano,GK,82,82,439,2,83,84,76,83,32,81,€12.5M,€15K,1169
318,165229,L. Koscielny,CB,82,82,388,3,65,41,62,64,82,74,€12.5M,€115K,1807
319,163489,A. Consigli,GK,82,82,442,2,82,83,72,83,40,82,€13.5M,€52K,1180
320,158963,L. Biglia,CDM CM,82,82,438,3,65,63,81,81,77,71,€12.5M,€98K,2104
321,146530,Dani Alves,RB,82,82,457,4,78,71,81,84,77,66,€4.8M,€62K,2197
322,106231,Aduriz,ST,82,82,412,3,65,82,64,75,49,77,€8M,€29K,1973
323,48940,P. Čech,GK,82,82,429,4,78,82,70,79,37,83,€3M,€60K,1166
324,5479,Casillas,GK,82,82,443,4,87,74,58,84,58,82,€1.5M,€10K,1308
325,230977,M. Almirón,CAM,81,85,432,1,89,74,76,82,48,63,€23M,€11K,1995
326,230271,Laure Santeiro,CAM LW,81,81,391,1,82,72,77,83,26,51,€17M,€40K,1853
327,229906,L. Bailey,LM RM,81,89,423,1,92,76,74,84,33,64,€26.5M,€54K,2011
328,229237,M. Akanji,CB,81,87,419,2,80,42,66,70,81,80,€21M,€49K,1868
329,228702,F. de Jong,CM CDM CB,81,89,441,1,75,57,82,86,72,69,€26M,€19K,2064
330,227928,Nélson Semedo,RB,81,86,445,2,92,57,67,80,76,73,€20M,€125K,2039
331,227536,M. Marega,ST RM,81,81,430,2,88,81,63,66,42,90,€19M,€21K,1947
332,226790,W. Ndidi,CDM CM,81,85,441,1,73,63,66,74,83,82,€20M,€53K,2087
333,226456,Pablo Fornals,CAM CM LM RM,81,86,444,1,68,75,80,80,71,70,€24M,€36K,2071
334,226271,Fabián,CM CDM CAM,81,89,445,1,68,78,77,80,74,68,€26M,€64K,2094
335,226226,G. Lo Celso,CM CAM CDM,81,87,450,1,78,75,80,83,64,70,€24M,€77K,2126
336,225508,E. Bailly,CB,81,87,405,2,78,42,58,64,81,82,€21M,€105K,1865
337,222509,Dani Ceballos,CM LM CDM CAM,81,88,436,1,70,67,79,84,68,68,€25M,€120K,2059
338,221992,H. Lozano,RW LW,81,86,433,3,93,76,73,83,42,66,€24M,€22K,2019
339,216475,Morales,LM RM ST,81,81,447,1,88,78,75,84,57,65,€17M,€33K,2084
340,216451,J. Seri,CM,81,82,441,2,72,71,81,80,70,67,€20.5M,€73K,2118
341,216409,M. Politano,RM LM ST,81,84,420,2,84,76,77,84,42,57,€22.5M,€57K,1983
342,216352,M. Brozović,CDM CAM CM,81,84,452,2,70,73,80,80,76,73,€18.5M,€64K,2149
343,216201,Williams,ST RW LW,81,87,444,2,93,78,73,80,41,79,€24.5M,€31K,2000
344,214997,A. Correa,RM ST,81,87,439,1,84,80,73,87,54,61,€24.5M,€54K,2047
345,212814,João Mário,CAM LW CM RM,81,84,434,3,71,69,79,82,64,69,€22.5M,€71K,2055
346,212194,J. Brandt,LM RM,81,88,413,2,81,76,77,85,30,64,€25M,€63K,1901
347,212151,T. Strakosha,GK,81,86,441,1,81,77,75,86,44,78,€17M,€36K,1139
348,210864,E. Hysaj,RB,81,86,431,2,81,51,68,76,79,76,€20M,€58K,1935
349,210406,P. Zieliński,CM,81,88,445,3,83,70,80,83,70,59,€24.5M,€64K,2075
350,210243,Ricardo Pereira,RB RM,81,85,455,3,87,63,77,81,77,70,€19M,€64K,2127
351,210035,Grimaldo,LB,81,87,450,3,84,62,76,83,76,69,€20.5M,€14K,2137
352,209889,R. Guerreiro,LM LB CM,81,84,446,3,74,76,82,84,71,59,€22.5M,€54K,2146
353,208135,A. Doucouré,CDM CM,81,85,452,2,67,74,73,76,79,83,€19.5M,€60K,2085
354,207664,C. Bacca,ST,81,81,397,3,74,78,64,79,33,69,€16M,€45K,1884
355,206467,A. Plea,ST LW,81,83,427,2,77,81,76,79,39,75,€22M,€40K,2054
356,205923,B. Davies,LB LWB,81,83,439,2,75,58,76,76,79,75,€18M,€87K,2035
357,205693,S. Haller,ST,81,84,410,1,72,79,58,74,45,82,€23M,€44K,1894
358,205362,M. Nastasić,CB,81,84,377,2,72,32,63,54,82,74,€18.5M,€36K,1821
359,205175,A. Milik,ST,81,88,406,3,72,85,62,74,39,74,€25.5M,€71K,1937
360,204923,M. Sabitzer,CAM CM,81,84,447,2,80,80,74,80,56,77,€22.5M,€54K,2107
361,204884,B. Mendy,LB,81,86,446,2,82,52,77,78,78,79,€20M,€105K,2038
362,204024,C. Kramer,CDM CM,81,82,397,2,52,47,71,73,78,76,€17M,€35K,1866
363,203890,S. Vrsaljko,RB,81,83,440,2,80,55,74,75,78,78,€17.5M,€57K,2069
364,202857,K. Bellarabi,RM,81,81,426,3,91,75,73,85,34,68,€18M,€76K,1956
365,202685,S. Zaza,ST,81,82,433,2,79,80,62,77,50,85,€21M,€48K,2028
367,201454,F. Ghoulam,LB,81,82,448,2,77,64,77,78,78,74,€16.5M,€68K,2114
368,200726,B. Lecomte,GK,81,84,441,2,81,76,79,82,42,81,€15M,€27K,1114
369,200647,J. Iličić,CF CAM,81,81,421,3,69,82,80,81,43,66,€17M,€41K,1976
370,200610,K. Volland,ST RW LW,81,83,439,2,77,81,78,79,41,83,€22M,€76K,2079
371,199715,Vitolo,LM RM,81,81,429,2,77,76,78,81,41,76,€18M,€65K,2007
372,199503,G. Xhaka,CM CDM,81,84,415,3,48,66,81,71,70,79,€22M,€115K,1989
373,199434,D. Tadić,CAM LW RW,81,81,406,3,68,71,81,84,39,63,€17.5M,€26K,1972
374,199042,C. Aránguiz,CM CDM,81,81,443,2,70,71,81,78,71,72,€17M,€76K,2144
375,196889,S. Verdi,RW CAM,81,81,429,2,87,73,81,85,48,55,€19.5M,€77K,2053
376,195086,D. Lovren,CB,81,82,376,2,55,40,59,62,81,79,€16M,€115K,1726
377,193469,Víctor Ruiz,CB,81,82,385,2,57,42,63,60,81,82,€15.5M,€40K,1818
378,193165,J. Corona,RM RB,81,83,427,3,83,72,74,88,56,54,€21.5M,€18K,2052
379,193105,A. Areola,GK,81,85,445,2,83,78,70,84,53,77,€16.5M,€61K,1266
380,192641,K. Vogt,CB,81,82,431,2,75,57,71,67,81,80,€17.5M,€42K,1958
381,191740,Ander Herrera,CM CDM,81,81,455,3,71,72,78,79,79,76,€17.5M,€140K,2172
382,190972,E. Salvio,RW,81,81,453,2,88,77,75,84,58,71,€18.5M,€19K,2141
383,190813,S. El Shaarawy,LW RW,81,82,418,3,87,76,71,84,42,58,€21M,€77K,1913
384,190286,Canales,CAM CM RM RW,81,81,415,2,70,75,81,79,51,59,€18.5M,€32K,1972
385,189881,C. Smalling,CB,81,82,391,3,68,47,55,58,81,82,€16M,€130K,1799
386,189362,Hulk,RM CAM ST,81,81,455,4,80,85,76,79,47,88,€15.5M,€25K,2102
387,188988,M. Lanzini,CAM CM LM,81,85,400,2,81,72,78,86,32,51,€23M,€90K,1931
388,187491,F. Smolov,ST,81,81,419,1,86,82,70,76,32,73,€18.5M,€1K,1971
389,187072,L. Stindl,CF,81,81,440,2,70,81,79,79,59,72,€18M,€43K,2129
390,185239,O. Toprak,CB,81,82,398,3,78,37,62,66,81,74,€16M,€59K,1826
391,183900,D. Perotti,LW CF,81,81,420,3,81,70,78,87,42,62,€17.5M,€84K,1959
392,182494,F. Muslera,GK,81,81,456,3,81,75,75,83,61,81,€10M,€52K,1359
393,179784,B. Höwedes,CB LB,81,81,380,3,52,48,62,62,82,74,€13M,€1K,1813
394,179645,S. Kjær,CB,81,81,393,3,61,55,63,55,81,78,€14M,€23K,1837
395,177458,S. Bender,CB CDM,81,81,403,2,69,51,61,60,83,79,€14M,€69K,1868
396,177326,M. Valbuena,LW LM CAM,81,81,402,3,80,75,80,83,34,50,€11M,€86K,1955
397,175379,Pedro León,RM LM,81,81,413,2,63,78,85,82,45,60,€15.5M,€32K,1975
398,173909,K. Boateng,CM ST CAM CF,81,81,450,3,66,79,79,80,70,76,€15M,€65K,2168
399,173771,L. Piszczek,RB,81,81,455,3,79,69,74,73,81,79,€7M,€57K,2128
400,173521,Marcano,CB,81,81,396,3,68,46,60,60,83,79,€12M,€68K,1822
401,173221,A. Candreva,RM,81,81,448,3,78,79,78,81,61,71,€15.5M,€74K,2084
402,172522,D. Wass,CM RM RB,81,81,456,2,75,76,81,79,72,73,€17M,€46K,2158
403,170368,E. Lamela,RM LM CAM,81,82,438,2,75,77,80,83,50,73,€21M,€105K,2100
404,169595,D. Rose,LB LWB,81,81,448,3,78,62,74,78,79,77,€14.5M,€92K,2094
405,169416,C. Vela,RW LW CAM ST,81,81,417,3,79,79,78,82,32,67,€17.5M,€15K,1986
406,169195,Renato Augusto,CM CAM CDM LM,81,81,441,2,67,73,79,79,71,72,€16.5M,€28K,2090
407,164835,L. Fabiański,GK,81,81,444,2,79,83,70,84,48,80,€9M,€70K,1212
408,162347,João Moutinho,CM CDM CAM,81,81,439,3,62,76,81,80,70,70,€15M,€85K,2164
409,161956,Borja Valero,CAM CDM,81,81,420,3,53,69,84,84,66,64,€11M,€74K,2039
410,159261,F. Quagliarella,ST,81,81,404,2,70,86,74,77,30,67,€8M,€39K,1933
411,159145,B. Gomis,ST,81,81,401,3,70,82,65,75,36,73,€14M,€56K,1891
412,157960,Manuel Fernandes,LM CAM,81,81,455,2,79,75,79,84,66,72,€14M,€1K,2157
413,156519,H. Herrera,CM,81,81,451,3,72,73,73,75,78,80,€17.5M,€20K,2106
414,144622,Raffael,CF ST,81,81,420,2,70,77,80,86,44,63,€11M,€41K,2038
415,139068,Nani,LW RW,81,81,417,3,75,76,79,86,37,64,€15.5M,€21K,1970
416,138412,J. Milner,CM LB,81,81,445,2,62,70,82,76,77,78,€13.5M,€120K,2129
417,113422,David Villa,ST,81,81,407,3,68,83,74,82,34,66,€6.5M,€11K,1987
418,112316,J. Mathieu,CB LB,81,81,436,3,71,64,73,62,84,82,€5.5M,€18K,2052
419,45186,Joaquín,RM LM ST,81,81,408,2,67,77,83,82,41,58,€6M,€24K,1947
420,239207,M. Gómez,ST,80,85,386,1,63,81,65,72,31,74,€20.5M,€25K,1806
421,235790,K. Havertz,CAM RM CF,80,89,406,1,82,69,76,81,38,60,€22M,€32K,1876
422,235569,T. Ndombele,CM CDM,80,89,455,1,80,66,76,85,70,78,€22.5M,€51K,2096
423,234906,H. Aouar,CM LM,80,90,438,1,79,68,78,83,63,67,€23.5M,€51K,2048
424,234153,Carlos Soler,RM CM CAM,80,87,438,1,76,74,81,80,62,65,€21M,€31K,2062
425,234035,Odriozola,RB,80,88,425,1,81,53,71,73,79,68,€18.5M,€115K,1991
426,232432,L. Jović,ST,80,87,397,1,76,79,65,78,28,71,€21.5M,€13K,1846
428,231943,Richarlison,ST LW LM,80,86,434,1,85,75,70,81,45,78,€21M,€84K,2013
429,230347,Welington Dano,LB LM,80,80,436,1,79,54,76,78,75,74,€10.5M,€34K,2068
430,230234,Everton Andrão,CDM CM,80,80,435,1,68,62,74,76,78,77,€4.5M,€34K,2050
431,230142,Oyarzabal,LW LM RW,80,87,406,1,74,75,78,82,38,59,€21M,€29K,1882
432,228229,F. Balbuena,CB,80,83,365,1,61,40,52,50,81,81,€15.5M,€80K,1667
433,226753,A. Onana,GK,80,85,465,2,83,79,85,80,63,75,€14.5M,€14K,1369
434,224334,M. Acuña,LB LW CM,80,80,477,2,77,74,80,84,76,86,€12.5M,€16K,2265
435,224293,Rúben Neves,CM,80,87,435,2,64,71,82,74,70,74,€20.5M,€59K,2098
436,221639,Mariano,ST,80,85,430,1,85,81,62,75,45,82,€20M,€140K,2041
437,221540,Raúl,CB,80,80,385,1,51,54,59,58,80,83,€12M,€19K,1830
438,220477,M. Caldara,CB,80,86,368,2,67,34,46,63,83,75,€17.5M,€73K,1647
439,219985,M. Vecino,CDM CM,80,81,449,2,71,68,77,81,76,76,€14.5M,€63K,2052
440,219809,T. Bakayoko,CDM CM,80,85,419,2,68,48,69,74,78,82,€17M,€85K,1928
441,218339,M. Dahoud,CM CDM,80,86,435,2,72,68,76,84,66,69,€20M,€50K,2052
442,216547,Rafa,RW,80,83,403,2,92,67,73,85,35,51,€18.5M,€17K,1886
443,215785,K. Baldé,RM ST LM,80,85,422,2,92,76,72,83,29,70,€20M,€65K,1921
444,215316,G. Rulli,GK,80,85,444,3,83,76,74,83,51,77,€14M,€26K,1264
445,214584,F. Armani,GK,80,80,425,1,79,74,69,84,40,79,€9M,€22K,1224
446,213661,A. Christensen,CB,80,87,384,2,68,31,63,68,82,72,€18M,€85K,1708
447,212692,Rony Lopes,LM RM,80,85,400,2,79,76,77,82,30,56,€20M,€65K,1878
448,212623,Santi Mina,ST,80,85,429,1,79,78,68,80,51,73,€20M,€40K,2017
449,211748,K. Demirbay,CAM CM,80,84,430,2,67,73,80,82,59,69,€19.5M,€37K,2074
450,211688,Gayà,LB LM,80,85,446,2,87,61,77,79,73,69,€16.5M,€33K,2060
451,211575,André Gomes,CM CDM,80,84,442,3,65,69,77,77,73,81,€19M,€130K,2066
452,211256,N. Tagliafico,LB,80,82,437,2,86,55,70,75,77,74,€15M,€20K,2025
453,210896,M. Sanson,CM CDM CAM,80,85,456,2,75,74,80,78,73,76,€19.5M,€47K,2169
454,209960,Pacheco,GK,80,83,431,1,79,77,68,81,45,81,€13M,€23K,1239
455,208333,E. Can,CM CDM,80,85,457,2,71,68,77,77,80,84,€19.5M,€91K,2153
456,208128,H. Çalhanoğlu,LW CAM,80,84,431,3,71,75,82,84,59,60,€19.5M,€89K,2085
457,207862,M. Ginter,CB CDM,80,82,412,2,63,58,68,65,82,76,€15.5M,€28K,1901
458,207599,M. Keane,CB,80,83,397,2,62,49,63,66,80,77,€15.5M,€88K,1828
459,207439,L. Paredes,CM CDM,80,85,444,2,72,67,81,79,72,73,€0,€0,2122
460,206413,T. Stepanenko,CDM,80,80,427,1,67,61,72,69,78,80,€12M,€1K,2006
461,205988,L. Shaw,LB,80,85,445,2,84,53,74,80,78,76,€16.5M,€96K,2059
462,205705,Z. Feddal,CB,80,80,383,1,57,49,61,58,81,77,€12M,€29K,1765
463,205525,Bernard,LM,80,81,402,2,90,70,75,84,38,45,€17.5M,€97K,1917
464,205114,T. Inui,LM,80,80,418,1,82,71,75,86,47,57,€14M,€30K,1974
465,205070,Portu,RM ST,80,81,450,1,82,77,75,81,60,75,€17.5M,€37K,2096
466,204529,M. Batshuayi,ST,80,84,398,2,76,80,59,78,33,72,€19.5M,€105K,1881
467,204399,E. Zahavi,CF ST,80,80,416,1,72,80,73,82,39,70,€14.5M,€24K,2006
468,204120,T. Vaclík,GK,80,81,429,1,82,72,74,85,35,81,€11.5M,€17K,1223
469,203841,N. Pope,GK,80,83,441,1,79,80,74,80,48,80,€13M,€48K,1215
470,203747,Héctor Bellerín,RB RWB,80,85,435,3,92,51,70,78,76,68,€16.5M,€85K,1993
471,203605,P. Kadeřábek,RWB RB RM,80,81,424,2,78,43,74,75,74,80,€14M,€39K,1987
472,203042,J. Butland,GK,80,85,450,2,82,77,71,84,56,80,€14M,€39K,1338
473,202849,J. Vestergaard,CB,80,81,353,2,37,49,61,46,81,79,€14.5M,€51K,1700
474,202695,J. Tarkowski,CB,80,83,393,1,59,43,67,66,80,78,€15.5M,€56K,1858
475,202335,E. Dier,CDM CB CM,80,84,433,2,65,63,72,65,82,86,€16.5M,€73K,2033
476,201377,J. Murillo,CB,80,84,396,2,76,40,58,63,79,80,€16M,€38K,1847
477,201325,C. Tătăruşanu,GK,80,80,444,2,81,77,76,83,48,79,€8.5M,€25K,1223
478,201144,M. Badelj,CDM CM,80,80,420,2,56,63,77,74,77,73,€11.5M,€53K,2017
479,201119,Ismaily,LB,80,80,453,1,82,66,74,81,75,75,€11.5M,€1K,2073
480,200536,N. Schulz,LWB LM LB,80,81,438,1,87,52,73,78,73,75,€14.5M,€37K,1988
481,200458,L. Digne,LB,80,83,441,2,75,62,77,77,77,73,€15.5M,€79K,2098
482,200315,Cristian Tello,LM RM,80,80,418,2,90,73,75,81,39,60,€16M,€30K,1954
483,199206,D. Vida,CB RB,80,80,395,3,76,40,59,60,82,78,€11.5M,€55K,1816
484,199110,L. Muriel,ST,80,81,415,2,88,76,68,84,27,72,€17.5M,€24K,1909
485,199069,V. Aboubakar,ST,80,82,428,3,80,79,71,79,36,83,€18M,€19K,1994
486,198784,A. Oxlade-Chamberlain,CM RM,80,85,461,2,85,73,78,84,66,75,€19.5M,€94K,2125
487,197853,S. Aurier,RB RWB,80,83,444,2,78,59,74,77,78,78,€15.5M,€82K,2091
489,197061,J. Matip,CB,80,82,399,2,63,46,68,65,82,75,€15M,€99K,1846
490,195861,Y. Rakitskyi,CB,80,80,449,2,71,68,76,71,80,83,€12M,€1K,2113
491,194879,Sergi Enrich,ST,80,80,408,2,63,77,70,76,43,79,€15.5M,€34K,1926
492,194794,A. Yarmolenko,RM RW,80,80,427,3,73,80,78,83,42,71,€15M,€92K,2022
493,194229,Hugo Mallo,RB,80,80,408,2,71,40,70,74,76,77,€12M,€27K,1905
494,194022,André Almeida,RB,80,80,435,2,66,59,74,75,81,80,€12M,€15K,2024
495,193886,D. Didavi,CAM CM,80,80,429,2,68,82,77,81,49,72,€15M,€44K,2056
496,193601,G. Pezzella,CB,80,82,366,1,59,49,47,56,80,75,€14.5M,€59K,1679
497,193532,G. Medel,CDM CB,80,80,417,3,71,47,67,69,79,84,€11M,€53K,1976
498,193352,R. Rodríguez,LB CB,80,83,448,3,73,67,79,76,78,75,€15.5M,€81K,2178
499,193061,R. Pereyra,LM CAM CM,80,80,438,2,76,73,79,82,61,67,€15.5M,€65K,2052
500,192789,Mario Gaspar,RB,80,80,449,2,78,70,71,73,79,78,€12M,€35K,2081
501,191687,Maicon,CB,80,80,396,2,56,55,66,54,81,84,€11.5M,€63K,1873
502,190815,D. Blind,CB LB CDM,80,80,425,3,57,57,80,76,79,76,€12M,€22K,2079
503,190778,J. Zoet,GK,80,83,445,2,79,77,77,83,50,79,€12.5M,€16K,1291
504,190544,A. Ljajić,CAM LW,80,81,406,2,78,73,76,84,37,58,€17.5M,€52K,1936
505,190264,Iago Falqué,RW ST,80,80,411,3,77,74,79,84,41,56,€15M,€59K,1951
506,189805,L. de Jong,ST,80,80,396,2,55,78,70,69,47,77,€16M,€23K,1925
507,189690,Guaita,GK,80,80,453,2,82,81,79,82,52,77,€9M,€48K,1361
508,189575,Muniain,LW LM,80,81,418,2,79,71,76,85,51,56,€17.5M,€31K,1977
509,189358,S. Kagawa,CAM CM CF,80,80,395,3,65,67,75,85,54,49,€14.5M,€61K,1937
510,189354,Susaeta,RW LW,80,80,417,2,74,72,84,83,41,63,€14M,€33K,1971
511,189251,S. Rudy,CDM CM RB,80,80,438,2,67,68,80,79,77,67,€12M,€37K,2118
512,188943,K. Trapp,GK,80,81,444,2,79,74,77,83,49,82,€11.5M,€61K,1191
513,188942,V. Wanyama,CDM CM,80,82,430,2,58,65,69,71,80,87,€14.5M,€86K,2043
514,188829,N. Nkoulou,CB,80,80,404,3,72,44,65,71,80,72,€12M,€50K,1878
515,188388,R. Boudebouz,CAM RM ST,80,80,415,2,74,77,81,80,41,62,€15M,€31K,2004
516,188005,Camacho,CDM CM CB,80,81,418,2,59,60,70,69,81,79,€13.5M,€51K,2005
517,186569,S. Ulreich,GK,80,80,426,2,79,72,69,86,40,80,€10M,€61K,1137
518,186547,M. Musacchio,CB,80,80,404,3,70,47,63,67,83,74,€12.5M,€85K,1892
519,186537,C. Stuani,ST,80,80,421,1,69,79,69,76,48,80,€13.5M,€41K,2018
520,185122,P. Gulácsi,GK,80,80,437,2,81,80,76,81,43,76,€10.5M,€45K,1223
521,184120,Bruno,CM CDM,80,80,399,3,32,71,79,72,78,67,€7M,€39K,1967
522,183427,F. Delph,LB CM,80,80,450,2,73,70,76,80,77,74,€11.5M,€120K,2137
523,180819,A. Lallana,CM,80,80,436,3,69,72,79,83,63,70,€13.5M,€110K,2086
524,180334,Marcelo,CB,80,80,384,2,54,49,58,56,80,87,€10M,€64K,1792
525,180216,S. Coleman,RB,80,80,445,2,76,65,73,78,80,73,€11M,€97K,2065
526,180175,Alexandre Pato,ST LW CAM,80,80,412,3,85,77,69,80,32,69,€15.5M,€35K,1944
527,178424,Antunes,LB,80,80,448,2,78,69,76,76,76,73,€9.5M,€27K,2149
528,177604,Nacho Monreal,LB CB,80,80,425,2,69,61,71,74,80,70,€8M,€99K,2011
529,177600,Beñat,CM,80,80,421,2,51,74,83,75,66,72,€12.5M,€30K,2071
530,176915,A. Fernández,CM,80,80,441,2,70,70,77,79,71,74,€11M,€20K,2068
531,176600,K. Gameiro,ST,80,80,426,3,85,78,75,77,43,68,€13.5M,€45K,2037
532,176376,I. Piatti,LW CF ST,80,80,448,2,76,81,74,85,56,76,€9M,€13K,2074
533,176104,V. Birsa,CAM RW,80,80,434,2,72,73,80,82,56,71,€13M,€23K,2015
534,173373,S. Romero,GK,80,80,439,3,78,76,81,82,45,77,€9M,€91K,1251
535,173208,D. Criscito,CB LB,80,80,447,2,77,61,78,72,80,79,€10M,€21K,2123
536,172114,D. Valeri,CAM CF ST,80,80,407,2,61,82,79,78,41,66,€11.5M,€12K,2009
537,171833,D. Sturridge,ST,80,80,387,3,75,81,68,78,23,62,€15.5M,€125K,1837
538,171579,Raúl García,CAM,80,80,444,2,53,81,79,79,72,80,€13M,€30K,2165
539,170815,S. Defour,CM,80,80,441,2,64,71,79,78,76,73,€13.5M,€65K,2138
540,167905,A. Valencia,RB,80,80,460,2,84,67,76,78,77,78,€8M,€115K,2131
541,166706,M. Škrtel,CB,80,80,357,3,56,38,50,51,80,82,€6M,€68K,1640
542,165109,S. Radu,CB,80,80,423,2,69,64,65,68,84,73,€10M,€51K,1964
543,163711,L. Diarra,CDM CB,80,80,419,3,69,52,70,77,77,74,€6M,€75K,1968
544,159147,L. Perrin,CB,80,80,415,2,63,58,69,67,81,77,€8.5M,€37K,1977
545,158625,Dante,CB,80,80,377,3,40,52,67,63,81,74,€4.5M,€37K,1820
546,156713,A. Granqvist,CB,80,80,380,2,48,58,59,55,82,78,€0,€0,1797
547,153244,A. Gignac,ST,80,80,419,3,70,82,71,71,43,82,€12M,€70K,1992
548,150418,M. Gómez,ST,80,80,388,3,65,79,62,70,36,76,€12M,€46K,1806
550,148119,I. Akinfeev,GK,80,80,443,3,77,72,78,84,50,82,€8.5M,€1K,1208
551,147782,I. Denisov,CDM,80,80,431,2,66,64,73,75,78,75,€4.5M,€1K,2044
552,146760,Juanfran,RB,80,80,441,3,81,58,74,76,76,76,€5.5M,€53K,2053
553,146748,Diego López,GK,80,80,431,3,75,81,74,76,44,81,€2M,€17K,1188
554,146562,Santi Cazorla,CM CDM LM,80,80,413,3,55,74,85,83,60,56,€8.5M,€39K,2025
555,146536,Jesús Navas,RM RW RB RWB,80,80,428,2,88,68,75,81,62,54,€11.5M,€22K,2048
556,142754,J. Mascherano,CDM CB,80,80,414,4,65,53,71,68,80,77,€4.5M,€20K,1973
557,139997,D. Srna,RB,80,80,459,3,73,75,85,75,77,74,€1.7M,€27K,2204
558,121944,B. Schweinsteiger,CDM CB CM,80,80,411,4,37,74,80,72,75,73,€6M,€11K,2093
559,110677,Moyá,GK,80,80,440,2,84,77,81,79,39,80,€6M,€26K,1187
560,54050,W. Rooney,ST,80,80,436,4,65,81,81,76,56,77,€12M,€13K,2126
561,49369,Fernando Torres,ST,80,80,399,3,75,77,71,77,32,67,€8M,€10K,1885
562,49031,S. Sorrentino,GK,80,80,427,2,81,82,66,79,37,82,€1M,€10K,1178
563,244369,V. Tsygankov,RM LM,79,86,415,1,83,72,77,80,47,56,€18M,€1K,1919
564,239818,Rúben Dias,CB,79,85,361,1,64,34,47,56,79,81,€15M,€10K,1641
565,236632,David Neres,RW CAM LW,79,86,412,2,86,72,70,86,35,63,€18M,€18K,1884
566,233419,Raphinha,RW LW,79,86,431,1,87,75,72,81,43,73,€18M,€14K,2018
567,231478,L. Martínez,ST,79,86,416,1,83,77,60,78,37,81,€18M,€54K,1892
568,231281,T. Alexander-Arnold,RB,79,89,435,1,80,61,77,73,75,69,€17M,€40K,2048
569,230938,F. Kessié,CM,79,88,462,2,74,72,72,77,78,89,€19.5M,€24K,2149
570,230498,Luimo Boas Santos,ST,79,79,401,1,84,79,65,80,27,66,€12M,€26K,1895
571,230312,Gabri Prestão,GK,79,79,446,1,81,75,71,82,60,77,€9M,€24K,1153
572,230251,Melvin Parrela,CDM CM,79,79,446,1,71,70,70,72,80,83,€9.5M,€20K,2099
573,230212,Antônio Chiamuloira,CB LB,79,79,387,1,70,48,60,52,79,78,€9.5M,€30K,1813
574,230201,Maikel Catarino,RB LM,79,79,422,1,79,51,70,78,77,67,€3.6M,€38K,1953
575,229909,A. Lunev,GK,79,81,436,1,80,73,65,85,56,77,€0,€0,1217
576,228941,André Silva,ST,79,87,415,2,80,76,63,77,43,76,€19M,€84K,1957
